Relatório de Atm Garantias;;
Data de Emissão: 11/05/2022 09:53;;
Tipo de Dívida: Externa;;
Selecionar mutuário(s) por: Não Informado;;
Credor(es): Não Informado;;
Selecionar operação de crédito por: Não Informado;;
Posição: Estatística;;
Mês de Referência: 04/2022;;
Base de Cálculo: Valor Desembolsado/Tranches Efetivas;;
Tipo de Cálculo: Valor Corrente;;
Tipo Atm: Tipo de Mutuário;;
;;
Agrupador;ATM (anos);Valor Financeiro Principal (R$)
Garantia Total;7,557205115;165.489.905.383,63
Estados;7,519087556;119.391.754.336,44
Acre;8,416007217;2.079.542.828,29
Alagoas;6,798124791;1.798.467.441,90
Amazonas;7,005651044;5.203.702.987,00
Bahia;8,080591288;11.633.951.852,50
Ceará;7,904387087;8.764.999.765,02
Distrito Federal;5,549580937;971.000.940,13
Espírito Santo;7,895317701;1.389.506.162,97
Goiás;5,713698639;40.247.868,77
Maranhão;1,741230631;872.187.714,93
Mato Grosso;8,239622884;1.113.794.657,35
Mato Grosso do Sul;7,008953717;1.390.488.185,67
Minas Gerais;6,557687923;12.398.939.049,18
Paraná;7,466119131;3.158.726.010,06
Paraíba;4,099311768;380.076.152,38
Pará;7,041657908;1.738.913.800,66
Pernambuco;8,619385473;8.234.196.898,52
Piauí;5,877084211;2.609.808.326,10
Rio Grande do Norte;10,22354343;1.368.066.772,68
Rio Grande do Sul;7,27810818;9.349.844.243,38
Rio de Janeiro;8,262951825;13.998.943.761,47
Rondônia;5,046575308;21.623.620,32
Santa Catarina;5,131383282;2.308.089.787,73
Sergipe;9,084419949;1.042.443.656,73
São Paulo;7,558110008;26.146.200.349,38
Tocantins;6,863981798;1.377.991.503,32
Municípios;7,497427222;19.767.617.235,04
Alagoinhas;5,053228951;49.498.443,77
Aparecida de Goiânia;4,653595694;138.513.657,57
Aracaju;8,005093848;99.933.965,47
Araguaína;7,922602734;86.222.022,14
Bagé;3,135178039;12.836.376,44
Belford Roxo;6,214041067;29.890.611,16
Belo Horizonte;7,616097271;1.448.606.036,28
Belém;6,461355846;235.891.784,17
Blumenau;7,672602737;229.927.242,50
Cachoeirinha;3,475869323;19.647.563,81
Camaçari;7,380684928;196.345.563,30
Campo Grande;8,323909941;238.967.122,08
Canoas;2,155555555;122.977.499,92
Cascavel;8,465587374;117.169.041,23
Catanduva;6,964485033;28.020.792,24
Caucaia;7,221668739;301.326.037,90
Caxias do Sul;4,650963778;126.965.707,32
Chapecó;3,1150685;31.446.175,74
Colatina;7,965267344;37.797.247,68
Contagem;8,238356155;59.324.774,29
Corumbá;6,311301374;166.228.557,75
Criciúma;7,795172864;52.042.684,55
Curitiba;5,887551866;355.278.280,81
Florianópolis;8,125839479;271.567.281,74
Fortaleza;7,241976026;1.799.214.947,09
Goiânia;6,214041097;179.695.490,47
Guarulhos;10,19915701;16.474.487,64
Hortolândia;4,186290524;207.313.540,73
Itajaí;6,130510587;155.373.771,35
Jacareí;8,295018692;56.569.649,92
Joinville;6,792839476;198.318.681,21
João Pessoa;11,63480198;36.893.249,95
Maceió;6,896347037;154.284.418,28
Manaus;8,22520936;1.109.786.151,29
Maracanaú;11,55308219;69.851.220,00
Maringá;6,714330875;32.539.618,02
Mogi das Cruzes;10,12044264;7.132.695,02
Niterói;4,712424382;404.362.120,17
Novo Hamburgo;7,965267344;81.964.390,11
Palmas;6,418555423;114.684.374,62
Paranaguá;7,214677079;50.094.762,03
Parauapebas;13,7191781;99.970.810,29
Passo Fundo;6,714330839;31.230.860,56
Pelotas;0,956819448;15.511.323,62
Ponta Grossa;6,714330832;23.911.426,31
Ponta Porã;7,464970663;34.658.219,60
Porto Alegre;5,526412082;546.227.464,64
Recife;7,899174286;514.475.743,24
Rio Grande;2,214552583;10.143.929,11
Rio de Janeiro;8,118947231;4.815.811.819,95
Salvador;12,54258618;942.950.343,17
Santa Maria;2,372393622;20.755.114,47
Santo André;10,2542794;98.496.613,91
Santos;8,882739703;78.164.543,31
Sobral;7,296886679;108.666.942,88
Sorocaba;4,698116446;43.097.921,16
São Bernardo do Campo;6,809598731;1.545.143.356,62
São Gonçalo do Amarante;8,048662743;78.617.099,31
São José dos Campos;4,806488827;273.866.079,67
São Luís;8,667456675;137.937.229,78
São Paulo;6,71814189;476.942.660,45
Taubaté;2,84109589;295.146.000,00
Teresina;8,140668315;239.509.115,05
Toledo;5,292580731;54.188.799,39
Uberaba;1,123097983;13.063.096,20
Uruguaiana;3,135178025;5.328.145,33
Vila Velha;7,381474234;28.263.180,96
Vitória;5,807858114;104.561.358,30
Bancos Federais;7,757964147;15.888.312.730,35
BNDES;7,699758968;14.976.902.678,44
Banco do Brasil;13,30239726;491.910.000,00
Banco do Nordeste;2,897894735;357.719.351,10
CAIXA;5,862745748;61.780.700,81
Entidades Estaduais Controladas;7,370753168;8.001.525.439,60
CAESB-DF;8,632641877;751.523.843,30
CAGECE-CE;3,98173516;189.256.851,75
CASAN-SC;3,6895733;213.398.696,68
CEEE-D-RS;7,422484645;316.882.075,61
CEEE-GT-RS;7,641886365;560.391.944,64
CELESC-SC;11,71780822;1.147.775.804,50
COPASA-MG;0,890410959;115.236.402,84
SABESP-SP;6,589236533;4.637.321.369,32
SANEAGO-GO;2,950684933;69.738.450,96
Estatais Federais;9,210326575;2.440.695.642,20
ELETROBRÁS;4,378006163;432.176.246,50
FINEP;11,46815068;1.637.175.518,90
Furnas Centrais Elétricas;4,879999999;371.343.876,80
